Block,Level,Unit,Building_name,House_number,Street_name,Township,Postcode,Locality_name,State,,
,,,,2,JALAN USJ 3A/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 3A/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN USJ 3A/5,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 3A/5,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 3A/5,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,56,JALAN USJ 3A/7,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,69,JALAN USJ 3A/7,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,31,JALAN USJ 3A/8,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,60,JALAN USJ 3A/8,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 3A/9,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 3A/9,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,28,JALAN USJ 3A/9,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 3B/2,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 3B/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 3C/2,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 3C/2,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,62A,JALAN USJ 3C/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 3C/4,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 3C/5,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 3C/6,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 3C/7,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 3C/7,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,42,JALAN USJ 3D/2,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 3D/3,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,LOT 26070,JALAN USJ 3D/6,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 3D/6,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 3B/6,USJ 3,47600,SUBANG JAYA,SELANGOR,,
,,,,36,JALAN USJ 4/9D,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 4/1A,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 4/1D,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,39,JALAN USJ 4/1F,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 4/1F,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 4/1G,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 4/1G,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,51,JALAN USJ 4/1G,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 4/1H,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,48,JALAN USJ 4/1H,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 4/1J,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,52,JALAN USJ 4/1J,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,38,JALAN USJ 4/1J,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 4/1K,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 4/1L,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 4/2,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,44,JALAN USJ 4/3,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 4/3,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 4/4A,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,46,JALAN USJ 4/4A,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 4/4B,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,53,JALAN USJ 4/4B,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,32,JALAN USJ 4/4B,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,34,JALAN USJ 4/4B,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,54,JALAN USJ 4/4C,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,42,JALAN USJ 4/4C,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 4/6B,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 4/6E,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,50,JALAN USJ 4/6E,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,52,JALAN USJ 4/6E,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 4/6G,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 4/7,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,37,JALAN USJ 4/9A,USJ 4,47600,SUBANG JAYA,SELANGOR,,
,,,,56,JALAN USJ 4/9C,USJ 4,47600,SUBANG JAYA,SELANGOR,,
Q,3,5,SUBANG PERDANA GOODYEAR COURT,,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
D3,3,20,,20,JALAN KEWAJIPAN,USJ 8,47600,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 4,,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
F,,,PANGSAPURI ANGSANA,,0,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
H,10,3,PANGSAPURI ANGSANA,,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47500,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ HEIGHTS 2/2C,USJ HEIGHTS,47500,SUBANG JAYA,SELANGOR,,
,,,TAMAN BUKIT PELANGI APARTMENT,,0,TAMAN BUKIT PELANGI,40150,SHAH ALAM,SELANGOR,,
,,,,97,JALAN PINGGIRAN USJ 3/4,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN PINGGIRAN USJ 3/8,TAMAN PINGGIRAN USJ,47600,SUBANG JAYA,SELANGOR,,
D6,6,5,PANGSAPURI ANGSANA,,PERSIARAN SUBANG MEWAH,USJ 1,47500,SUBANG JAYA,SELANGOR,,
E,3,7,PANGSAPURI ANGSANA,7,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI ANGSANA,17,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
A4,4,3,PANGSAPURI ANGSANA,3,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
G1,1,4,PANGSAPURI ANGSANA,4,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
A5,5,8,PANGSAPURI ANGSANA,8,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
G2,2,3,PANGSAPURI ANGSANA,3,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
C11,11,13,PANGSAPURI ANGSANA,13,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
A5,5,9,PANGSAPURI ANGSANA,9,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
F2,2,20,PANGSAPURI ANGSANA,20,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI ANGSANA,,0,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
G10,10,5,PANGSAPURI ANGSANA,5,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
H4,4,15,PANGSAPURI ANGSANA,15,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
B,,,TAMAN BUKIT PELANGI APARTMENT,,JALAN TBP 2,TAMAN BUKIT PELANGI,47610,SUBANG JAYA,SELANGOR,,
,3,1A-D,PUSAT PERNIAGAAN USJ 10,1A-D,JALAN USJ 10/1A,USJ 10,47610,SUBANG JAYA,SELANGOR,,
H,,,,520,PERSIARAN SUBANG MEWAH,TAMAN SUBANG PERMAI,47600,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
N1,2,12,GOODYEAR COURT 7,,JALAN USJ 14/1,USJ 14,47610,SUBANG JAYA,SELANGOR,,
,,,,20,JALAN USJ 5/1,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,42,JALAN USJ 5/1,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 5/1,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,56,JALAN USJ 5/1,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,29,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,62,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,61,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,59,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,68,JALAN USJ 5/1A,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 5/1C,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 5/1E,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,27,JALAN USJ 5/1G,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,1,JALAN USJ 5/1H,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 5/1K,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,3,JALAN USJ 5/1K,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 5/1K,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,25,JALAN USJ 5/2,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN USJ 5/2,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 5/2B,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 5/2C,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,KUATERS SAMBEST,2732-2,JALAN USJ 5/1,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 5/3,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,46,JALAN USJ 5/3,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,42,JALAN USJ 5/3,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 5/3,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN USJ 5/3B,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 5/3C,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 5/3D,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,7,JALAN USJ 5/3F,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 5/4,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN USJ 5/4,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,16,JALAN USJ 5/4B,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 5/1L,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,MAJLIS PERBANDARAN SUBANG JAYA,,PERSIARAN PERPADUAN,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,MAJLIS PERBANDARAN SUBANG JAYA,,PERSIARAN PERPADUAN,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,"PEJABAT DATO'YDP, MPSJ",,PERSIARAN PERPADUAN,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,MAJLIS PERBANDARAN SUBANG JAYA,,PERSIARAN PERPADUAN,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,,PERSIARAN PERPADUAN,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,2,,MAJLIS PERBANDARAN SUBANG JAYA,,PERSIARAN PERPADUAN,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,2,,MAJLIS PERBANDARAN SUBANG JAYA,,PERSIARAN PERPADUAN,USJ 5,47610,SUBANG JAYA,SELANGOR,,
,,,,59,JALAN USJ 6/4A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
P,,,SUBANG PERDANA GOODYEAR COURT 2,,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
C,3,4,KUARTERS INSTITUSI PENDIDIKAN,,JALAN USJ 6/3,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 2,,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
1,3,7,SUBANG PERDANA GOODYEAR COURT 1,7,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
J,2,7,SUBANG PERDANA GOODYEAR COURT 1,7,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
K,1,7,SUBANG PERDANA GOODYEAR COURT 1,7,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
H,2,4,SUBANG PERDANA GOODYEAR COURT 1,4,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
P,1,6,SUBANG PERDANA GOODYEAR COURT 2,6,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
V,0,8,SUBANG PERDANA GOODYEAR COURT 2,8,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
M,1,3,SUBANG PERDANA GOODYEAR COURT 2,3,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
P,3,4,SUBANG PERDANA GOODYEAR COURT 2,4,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,104,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,78,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 6/1A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 6/1D,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 6/2A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,97,JALAN USJ 6/2A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,2,JALAN USJ 6/2A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 6/2A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,79,JALAN USJ 6/2D,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 6/2E,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,,JALAN USJ 6/2G,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 6/2G,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,27,JALAN USJ 6/2G,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 6/2H,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 6/2H,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,57,JALAN USJ 6/2K,USJ 6,47610,SUBANG JAYA,SELANGOR,,
B,9,2,INDERA SUBANG,2,JALAN USJ 6/2L,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,INDERA SUBANG,,,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,INDERA SUBANG,,JALAN USJ 6/2L,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,12,JALAN USJ 6/2M,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,26,JALAN USJ 6/2R,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,10,JALAN USJ 6/2S,USJ 6,47610,SUBANG JAYA,SELANGOR,,
K,2,3,KUARTERS INSTITUSI PENDIDIKAN,3,JALAN USJ 6/3,USJ 6,47610,SUBANG JAYA,SELANGOR,,
D,,,KUARTERS INSTITUSI PENDIDIKAN,,JALAN USJ 6/3,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,34,JALAN USJ 6/3B,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,8,JALAN USJ 6/3B,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,51,JALAN USJ 6/3C,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,33,JALAN USJ 6/3D,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,63,JALAN USJ 6/3D,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,11,JALAN USJ 6/3D,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,149,JALAN USJ 6/4,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,137,JALAN USJ 6/4,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 6/4,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,34,JALAN USJ 6/4B,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ 6/4D,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,24,JALAN USJ 6/4E,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,5,JALAN USJ 6/4E,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 6/4F,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,40,JALAN USJ 6/4F,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,41,JALAN USJ 6/4H,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,43,JALAN USJ 6/4H,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 6/4K,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ 6/5,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,117,JALAN USJ 6/6,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,125,JALAN USJ 6/6,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN USJ 6/6,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,6,JALAN USJ 6/6A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,35,JALAN USJ 6/6A,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,34,JALAN USJ 6/6E,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 6/6G,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,21,JALAN USJ 6/6G,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 6/6K,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,17,JALAN USJ 6/6N,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,14,JALAN USJ 6/6N,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,11A,JALAN USJ 6/2J,USJ 6,47610,SUBANG JAYA,SELANGOR,,
,,,,19,JALAN USJ 6/2J,USJ 6,47610,SUBANG JAYA,SELANGOR,,
N,3,4,SUBANG PERDANA GOODYEAR COURT 2,,JALAN USJ 6/1,USJ 6,47610,SUBANG JAYA,SELANGOR,,
F1,4,1,SUBANG PERDANA GOODYEAR COURT 6,1,JALAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
F4,1,6,SUBANG PERDANA GOODYEAR COURT 6,6,JALAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
E,2,9,KUARTERS POLIS USJ 8,9,JALAN USJ 8/2,USJ 8,47610,SUBANG JAYA,SELANGOR,,
D,10,7,KUARTERS POLIS USJ 8,,JALAN USJ 8/2,USJ 8,47610,SUBANG JAYA,SELANGOR,,
,,2,,2,JALAN USJ 8/2A,USJ 8,47610,SUBANG JAYA,SELANGOR,,
,,,,23,JALAN USJ 8/2E,USJ 8,47610,SUBANG JAYA,SELANGOR,,
,,,SUBANG PERDANA GOODYEAR COURT 6,,OFF JALAN KEWAJIPAN USJ 8,USJ 8,47610,SUBANG JAYA,SELANGOR,,
H4,2,4,SUBANG PERDANA GOODYEAR COURT 6,,JALAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C,2,5,IPD SUBANG JAYA,5,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
A1,2,5,SUBANG PERDANA GOODYEAR COURT 3,5,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
,,1,SUBANG PERDANA GOODYEAR COURT 3,,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
J3,3,4,SUBANG PERDANA GOODYEAR COURT 3,4,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C2,3,5,SUBANG PERDANA GOODYEAR COURT 3,5,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C4,1,2,SUBANG PERDANA GOODYEAR COURT 3,2,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C5,4,7,SUBANG PERDANA GOODYEAR COURT 3,,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C8,4,7,SUBANG PERDANA GOODYEAR COURT 3,7,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C2,1,8,SUBANG PERDANA GOODYEAR COURT 3,8,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C1,0,8,SUBANG PERDANA GOODYEAR COURT 3,8,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
A1,2,4,SUBANG PERDANA GOODYEAR COURT 3,4,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
B1,2,3,SUBANG PERDANA GOODYEAR COURT 3,3,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
C2,3,3,SUBANG PERDANA GOODYEAR COURT 3,3,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
D1,0,5,SUBANG PERDANA GOODYEAR COURT 4,5,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
D1,1,1,SUBANG PERDANA GOODYEAR COURT 4,1,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
D1,2,18,SUBANG PERDANA GOODYEAR COURT 4,18,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
E2,1,6,SUBANG PERDANA GOODYEAR COURT 5,6,PERSIARAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
F2,4,16,SUBANG PERDANA GOODYEAR COURT 6,,JALAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
D2,3,1,SUBANG PERDANA GOODYEAR COURT 6,1,JALAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
F2,1,4,SUBANG PERDANA GOODYEAR COURT 6,4,JALAN KEWAJIPAN,USJ 8,47610,SUBANG JAYA,SELANGOR,,
,,,,47,JALAN USJ 9/E,,47610,SUBANG JAYA,SELANGOR,,
,,,,18,JALAN USJ HEIGHTS 2/1B,USJ HEIGHTS,47500,SUBANG JAYA,SELANGOR,,
,,,,2A,JALAN USJ 1/1G,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,7,,7,JALAN USJ 10/1,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,,52G,JALAN USJ 10/1B,TAMAN PERINDUSTRIAN UEP,47620,SUBANG JAYA,SELANGOR,,
,,26,,,JALAN USJ 10/1B,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,,54,JALAN USJ 10/1E,TAIPAN BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
,,,,15,JALAN USJ P/3C,,47620,SUBANG JAYA,SELANGOR,,
C,2,3,,,JALAN SM 1,TAMAN SUBANG MAS,47620,SUBANG JAYA,SELANGOR,,
,,,PANGSAPURI ANGSANA,,PERSIARAN SUBANG MEWAH,TAMAN SUBANG MEWAH,47610,SUBANG JAYA,SELANGOR,,
,,,,9,JALAN USJ 1/3,TAMAN SUBANG MEWAH,47600,SUBANG JAYA,SELANGOR,,
,,,,39-1 & 41-1,JALAN USJ 9/5P,SUBANG BUSINESS CENTRE,47620,SUBANG JAYA,SELANGOR,,
